simp,freq,famsize,semrad,semfreq,semfamsize,phon,phonfreq,phonfam
徒,51.842,37,彳,11952.2173,29,土,310.163,4
洞,52.9284,34,氵,19088.7556,238,同,110.3556,7
簪,0.3407,3,⺮,5914.6074,56,朁,0.3407,1
案,245.9753,76,木,23327.0765,210,安,433.4617,8
投,930.4444,59,扌,19245.0025,233,殳,1064.6074,2
候,1091.6099,34,亻,51543.5654,164,候,1091.6099,1
话,1630.0198,143,讠,19842.7358,108,舌,3187.3877,5
语,510.3506,126,讠,19842.7358,108,语,510.3506,1
财,316.6173,48,贝,3940.7309,52,才,9461.3481,5
税,26.7309,44,禾,3095.6593,38,兑,3850.6222,7
机,1506.3259,291,木,23327.0765,210,几,1575.4617,7
打,1268.5037,191,扌,19245.0025,233,丁,1953.1259,12
滚,115.3136,21,氵,19088.7556,238,衮,115.3136,1
拓,13.8025,9,扌,19245.0025,233,石,23.9654,2
阻,67.8864,26,阝,12852.079,66,且,1299.7877,15
野,158.0247,71,里,4074.8642,4,予,401.6099,6
温,323.9556,57,氵,19088.7556,238,昷,328.9975,5
驯,5.116,6,马,1869.2049,34,川,169.8222,3
恭,135.0074,17,小,4399.7383,10,共,269.9111,7
描,38.7753,12,扌,19245.0025,233,苗,255.9901,6
魅,44.3654,2,鬼,635.116,8,未,820.7358,7
俯,6.5185,9,亻,51543.5654,164,府,71.3975,3
闷,109.2988,15,门,3881.6296,28,门,7291.9901,4
棍,22.7506,16,木,23327.0765,210,昆,173.7086,4
急,137.8222,62,心,19695.9012,59,刍,156.7407,4
进,749.116,116,辶,28384.0494,81,井,1114.3802,4
韧,7.6296,7,韦,231.7778,4,刃,172.163,4
性,554.5531,353,忄,9431.3086,100,生,1495.2988,6
遵,17.6049,7,辶,28384.0494,81,尊,34.8198,4
照,530.3605,78,灬,6163.1901,20,召,2008.9086,12
完,1007.679,25,宀,14193.9605,51,元,3458.2914,7
艺,145.5457,59,艹,9164.7556,191,乙,370.0148,3
术,236.2815,65,木,23327.0765,210,术,270.1481,4
窒,6.2321,1,穴,1620.3358,24,至,184.4,5
垄,3.5259,3,土,17088.4346,84,龙,231.2296,13
鬓,1.4173,1,髟,8.3704,5,宾,65.1358,9
黎,82.1136,3,黍,90.6815,3,利,196.1432,7
盲,18.6914,19,目,12024.3309,58,亡,723.1605,8
跌,40.3951,15,足,2994.2815,62,失,49.5704,3
痛,446.3704,59,疒,1856.2963,68,甬,1245.5753,11
错,798.3111,35,钅,3731.8272,120,昔,1116.6667,5
字,458.5333,86,子,6417.5605,26,子,814.879,6
矮,21.4272,6,矢,2475.6395,8,委,42.7951,6
粗,55.0815,35,米,2111.0864,32,且,1299.7877,15
活,1309.6741,98,氵,19088.7556,238,舌,3187.3877,5
问,1053.9802,62,门,3881.6296,28,门,7291.9901,4
换,348.558,55,扌,19245.0025,233,奂,503.4765,5
撞,80.0741,16,扌,19245.0025,233,童,98.6716,4
旗,51.6593,33,方,1588.5778,10,其,1622.6914,13
默,134.6667,19,黑,676.8296,10,黑,424.2519,2
蹿,1.3481,0,足,2994.2815,62,窜,1.4519,2
转,591.0963,116,车,3498.0049,32,专,1160.2321,3
战,721.5358,145,戈,29970.7358,17,占,4529.8963,14
卦,15.0765,3,卜,541.2543,8,圭,976.8938,14
但,1326.7605,5,亻,51543.5654,164,旦,1634.7852,8
盔,5.8469,3,皿,839.1062,18,灰,41.3877,3
苯,1.7975,7,艹,9164.7556,191,本,59.5506,3
酚,1.3432,1,酉,1758.6815,30,分,903.2593,12
姑,107.9605,26,女,18584.642,96,古,1063.2346,14
亵,2.4741,2,亠,3632.4395,14,执,39.3728,4
渎,2.4642,3,氵,19088.7556,238,卖,698.1531,8
传,554.637,126,亻,51543.5654,164,专,1160.2321,3
救,212.163,59,攵,5099.1457,24,求,630.6815,3
混,146.3556,34,氵,19088.7556,238,昆,173.7086,4
练,141.2148,40,纟,11417.6494,100,柬,144.5383,3
偶,163.2198,22,亻,51543.5654,164,禺,594.5383,6
海,619.8173,188,氵,19088.7556,238,每,924.2519,10
葵,8.0198,9,艹,9164.7556,191,癸,8.6074,2
放,1139.7531,109,攵,5099.1457,24,方,2059.4617,12
任,580.0741,70,亻,51543.5654,164,壬,621.5852,5
喏,1.8568,0,口,50016.563,297,若,162.6765,4
通,590.5877,143,辶,28384.0494,81,甬,1245.5753,11
晓,54.4148,12,日,29708.8296,72,尧,310.7951,12
训,164.642,26,讠,19842.7358,108,川,169.8222,3
概,74.9827,18,木,23327.0765,210,既,110.563,5
略,90.1086,28,田,4157.0321,22,各,2410.8593,18
鸿,22.2914,5,鸟,608.1975,42,江,22.2914,1
运,647.1951,97,辶,28384.0494,81,云,907.0519,6
滑,80.237,46,氵,19088.7556,238,骨,83.4765,2
坡,35.0123,16,土,17088.4346,84,皮,1762.9679,11
懊,3.4321,3,忄,9431.3086,100,奧,272.7457,3
恼,62.7605,11,忄,9431.3086,100,㐫,390.5679,2
稠,4.0099,2,禾,3095.6593,38,周,348.8938,7
密,244.2469,57,宀,14193.9605,51,宓,399.2395,2
勒,82.6272,9,力,6800.9383,25,力,305.6049,4
迂,2.242,2,辶,28384.0494,81,于,74.7704,5
舵,1.7679,5,舟,520.5333,12,它,71.8667,10
游,645.4123,87,氵,19088.7556,238,斿,645.6148,2
到,5288.1432,83,刂,10927.3679,39,刂,5288.1432,1
近,398.1037,50,辶,28384.0494,81,斤,2763.679,8
邻,39.3877,20,阝,12852.079,66,令,1249.5654,16
仰,37.0617,20,亻,51543.5654,164,卬,306.316,3
远,508.1185,71,辶,28384.0494,81,元,3458.2914,7
让,1628.2815,24,讠,19842.7358,108,上,1628.2815,1
搜,69.358,8,扌,19245.0025,233,叟,182.1679,8
查,397.3531,68,木,23327.0765,210,杳,397.3531,1
彩,443.0321,65,彡,1258.0444,9,采,764.1481,4
借,88.2617,28,亻,51543.5654,164,昔,1116.6667,5
治,146.0296,57,氵,19088.7556,238,台,1044.4,12
现,2251.4667,71,王,7173.763,52,见,2319.8963,5
货,208.484,96,贝,3940.7309,52,化,1346.4444,5
消,373.8469,64,氵,19088.7556,238,肖,786.0395,16
肿,84.2963,16,月,21151.9802,115,中,1878.0988,9
澪,0.2765,0,氵,19088.7556,238,零,0.2765,1
蛎,1.5457,1,虫,1653.4963,97,厉,173.2198,2
胡,115.3037,35,月,21151.9802,115,古,1063.2346,14
遮,20.0049,18,辶,28384.0494,81,庶,1263.1012,4
宅,98.1827,15,宀,14193.9605,51,乇,247.521,2
界,590.2272,84,田,4157.0321,22,介,1102.7901,6
靠,200.3654,21,非,711.3284,3,告,616.8889,8
豪,79.042,26,豕,378.4741,5,豕,84.6469,2
瓢,2.3358,1,瓜,145.5062,4,票,297.3926,9
雄,192.9877,25,隹,1464.716,13,厷,225.0469,3
威,138.0198,40,女,18584.642,96,戌,138.0198,1
详,106.1827,13,讠,19842.7358,108,羊,2463.358,12
降,131.1605,43,阝,12852.079,66,夅,131.1605,1
锋,46.5333,25,钅,3731.8272,120,夆,207.8815,5
舞,270.5975,77,夕,5475.284,7,無,270.5975,1
星,720.479,104,日,29708.8296,72,生,1495.2988,6
枯,20.4593,17,木,23327.0765,210,古,1063.2346,14
电,1172.8642,229,田,4157.0321,22,电,1174.1679,2
掉,321.9654,39,扌,19245.0025,233,卓,463.684,6
价,394.3407,106,亻,51543.5654,164,介,1102.7901,6
效,159.3383,48,攵,5099.1457,24,交,676.4988,16
侣,48.7605,5,亻,51543.5654,164,吕,53.0074,3
授,42.3605,18,扌,19245.0025,233,受,42.6617,2
砧,0.4543,1,石,1850.5235,61,占,4529.8963,14
板,194.2815,102,木,23327.0765,210,反,1684.637,9
清,578.7605,118,氵,19088.7556,238,青,4527.8222,13
梯,40.6222,17,木,23327.0765,210,弟,179.6148,9
勘,1.9654,6,力,6800.9383,25,甚,54.963,5
测,285.6395,40,氵,19088.7556,238,则,363.9654,5
怪,228.7951,39,忄,9431.3086,100,圣,228.7951,1
恨,115.5457,21,忄,9431.3086,100,艮,5566.3062,16
聚,206.2272,45,耳,1412.4099,18,取,431.9358,4
烹,7.1457,4,灬,6163.1901,20,亨,51.1259,2
饪,3.0963,2,饣,1257.0617,27,壬,621.5852,5
列,138.3704,49,刂,10927.3679,39,歹,138.3704,1
群,162.6667,51,羊,4354.6667,12,君,223.3235,4
落,304.3951,111,艹,9164.7556,191,洛,304.3951,1
辣,83.7235,19,辛,329.8864,8,束,902.5284,2
脑,327.8074,66,月,21151.9802,115,㐫,390.5679,2
号,436.8296,106,口,50016.563,297,丂,917.5407,4
债,24.4,24,亻,51543.5654,164,责,97.0173,4
草,187.3975,92,艹,9164.7556,191,早,187.3975,1
橘,17.5506,11,木,23327.0765,210,矞,17.5506,1
繁,34.5037,22,纟,11417.6494,100,敏,34.5037,1
限,182.2123,31,阝,12852.079,66,艮,5566.3062,16
预,180.484,53,页,3263.0321,33,予,401.6099,6
铺,41.5358,32,钅,3731.8272,120,甫,176.9333,10
树,129.3185,80,木,23327.0765,210,尌,184.3457,2
精,531.1704,91,米,2111.0864,32,青,4527.8222,13
盛,94.8049,46,皿,839.1062,18,成,845.7975,4
事,2513.6148,227,亅,21379.8914,3,史,2542.1975,2
衷,17.5605,12,衣,2158.1333,18,中,1878.0988,9
脚,215.7383,88,月,21151.9802,115,却,215.7383,1
粑,7.1654,0,米,2111.0864,32,巴,5324.5086,12
疑,112.9037,40,疋,129.7728,2,矢,112.9037,1
缆,3.1457,6,纟,11417.6494,100,览,20.7852,3
绳,18.9877,20,纟,11417.6494,100,黾,25.0321,2
汗,54.6321,27,氵,19088.7556,238,干,520.3753,12
腺,12.5778,20,月,21151.9802,115,泉,12.5778,1
情,2301.6296,177,忄,9431.3086,100,青,4527.8222,13
抿,1.116,0,扌,19245.0025,233,民,214.8938,5
振,23.5259,18,扌,19245.0025,233,辰,289.3333,6
整,362.7111,54,攵,5099.1457,24,正,959.4667,6
理,784.5877,180,王,7173.763,52,里,926.5481,9
曾,238.7852,8,曰,4287.0864,9,曾,692.4988,7
关,976.716,90,丷,976.716,1,关,1270.5926,2
特,781.3284,81,牛,1313.4074,10,寺,1909.516,8
收,700.8346,112,攵,5099.1457,24,丩,1393.7827,4
复,378.0642,81,夂,1265.0469,3,复,413.5753,3
邋,5.4667,2,辶,28384.0494,81,巤,5.6247,2
饭,529.758,61,饣,1257.0617,27,反,1684.637,9
花,836.6864,245,艹,9164.7556,191,化,1346.4444,5
绿,107.5951,54,纟,11417.6494,100,录,546.4494,5
地,2165.5259,295,土,17088.4346,84,也,8287.4519,8
嫌,46.6568,11,女,18584.642,96,兼,168.3309,4
逾,3.442,3,辶,28384.0494,81,俞,434.2568,11
越,533.1753,40,走,6645.7432,14,戉,533.1753,1
病,287.3926,146,疒,1856.2963,68,丙,294.8148,3
橡,11.9407,14,木,23327.0765,210,象,885.042,2
咆,4.2469,1,口,50016.563,297,包,982.5383,16
哮,6.0494,3,口,50016.563,297,孝,341.3235,3
鲨,9.8617,1,魚,17.037,2,沙,86.0691,5
飘,63.8173,26,风,763.8025,7,票,297.3926,9
摇,68.9531,32,扌,19245.0025,233,䍃,153.842,5
俊,28.2667,12,亻,51543.5654,164,夋,167.7432,11
袋,117.5358,35,衣,2158.1333,18,代,150.079,3
审,52.2716,49,宀,14193.9605,51,申,1260.7654,8
慎,21.3926,8,忄,9431.3086,100,真,170.6123,6
政,139.0222,80,攵,5099.1457,24,正,959.4667,6
客,685.6593,86,宀,14193.9605,51,各,2410.8593,18
浮,80.1827,33,氵,19088.7556,238,孚,97.6988,4
握,67.9309,13,扌,19245.0025,233,屋,172.3457,5
探,148.5235,48,扌,19245.0025,233,罙,481.0716,3
窍,10.1926,8,穴,1620.3358,24,巧,10.1926,1
肤,154.4691,10,月,21151.9802,115,夫,186.4691,4
布,287.8025,84,巾,5269.7481,32,父,293.4123,3
姜,35.8123,3,女,18584.642,96,羊,2463.358,12
弹,138.6173,71,弓,1939.1556,16,单,213.5012,7
稀,39.1309,24,禾,3095.6593,38,希,42.9333,3
薄,68.9531,37,艹,9164.7556,191,溥,75.1111,2
嚏,6.8296,3,口,50016.563,297,疐,6.8296,1
褶,4.7506,4,衤,1737.6593,32,習,4.7506,1
供,77.4963,33,亻,51543.5654,164,共,269.9111,7
刻,308.716,34,刂,10927.3679,39,亥,2016.8395,10
侧,34.6765,23,亻,51543.5654,164,则,363.9654,5
影,594.9333,81,彡,1258.0444,9,景,600.0148,2
纺,6.8741,8,纟,11417.6494,100,方,2059.4617,12
评,259.8469,46,讠,19842.7358,108,平,348.3951,7
析,58.2568,10,木,23327.0765,210,斤,2763.679,8
焊,1.7877,8,火,3108.6963,70,旱,16.8494,3
亲,863.8469,83,亠,3632.4395,14,亲,4066.5235,2
赐,29.1852,8,贝,3940.7309,52,易,93.0173,7
痕,38.7901,19,疒,1856.2963,68,艮,5566.3062,16
新,3202.6765,124,斤,4087.2642,7,亲,4066.5235,2
螺,14.5136,19,虫,1653.4963,97,累,20.6074,3
骄,37.2988,10,马,1869.2049,34,乔,166.2963,7
调,284.5481,120,讠,19842.7358,108,周,348.8938,7
批,58.9975,28,扌,19245.0025,233,比,265.3136,12
想,4461.0864,65,心,19695.9012,59,相,4670.9136,4
博,2243.5852,36,十,6136.4741,16,尃,2305.4617,4
倒,328.1827,77,亻,51543.5654,164,到,328.1827,1
架,130.2519,56,木,23327.0765,210,加,670.1975,9
空,489.29880000000003,158,穴,1620.3358,24,工,2306.0642,14
仪,42.3951,30,亻,51543.5654,164,义,208.1185,3
景,183.2247,57,日,29708.8296,72,京,676.9185,7
臂,22.1975,19,月,21151.9802,115,辟,263.5901,10
缱,0.8395,1,纟,11417.6494,100,遣,3.8667,2
绻,0.7556,1,纟,11417.6494,100,卷,224.7605,7
镬,0.3111,0,钅,3731.8272,120,蒦,0.5136,3
听,929.1309,56,口,50016.563,297,斤,2763.679,8
虚,91.9259,40,虍,345.9309,7,虍,179.2,3
洋,102.4642,52,氵,19088.7556,238,羊,2463.358,12
粮,21.042,17,米,2111.0864,32,良,1050.8198,11
考,368.8346,48,耂,2694.237,3,丂,917.5407,4
割,22.7951,18,刂,10927.3679,39,害,78.8198,5
除,321.7086,59,阝,12852.079,66,余,522.6765,8
赌,57.4272,19,贝,3940.7309,52,者,4725.4617,16
棂,0.2272,1,木,23327.0765,210,灵,0.2272,1
墓,27.9802,15,土,17088.4346,84,莫,681.284,14
泊,14.0691,7,氵,19088.7556,238,白,887.2938,14
刑,41.121,36,刂,10927.3679,39,开,296.4691,3
讯,60.8444,26,讠,19842.7358,108,卂,106.8346,2
粉,290.716,66,米,2111.0864,32,分,903.2593,12
碎,98.0296,28,石,1850.5235,61,卒,142.0988,8
蛰,1.037,2,虫,1653.4963,97,执,39.3728,4
响,211.3037,28,口,50016.563,297,向,212.5975,3
钱,666.7556,49,钅,3731.8272,120,戋,1241.3728,10
修,266.1778,84,亻,51543.5654,164,攸,303.5753,3
纠,81.7679,8,纟,11417.6494,100,丩,1393.7827,4
察,137.3235,37,宀,14193.9605,51,祭,159.4519,2
娱,60.3259,9,女,18584.642,96,吴,175.9802,5
纯,113.7432,28,纟,11417.6494,100,屯,279.8765,9
净,104.5284,18,冫,2629.1654,21,争,446.9975,8
胸,75.7926,33,月,21151.9802,115,匈,75.7926,1
臆,1.2593,5,月,21151.9802,115,意,5.0864,4
娇,36.1481,17,女,18584.642,96,乔,166.2963,7
纵,32.3605,22,纟,11417.6494,100,从,40.3802,3
纸,188.0395,83,纟,11417.6494,100,氏,188.4395,2
泡,124.7358,24,氵,19088.7556,238,包,982.5383,16
染,64.8099,36,木,23327.0765,210,杂,64.8099,1
志,195.8914,46,心,19695.9012,59,士,201.4272,2
掸,0.6765,2,扌,19245.0025,233,单,213.5012,7
拗,1.5506,3,扌,19245.0025,233,幼,31.1407,5
蒜,22.6963,7,艹,9164.7556,191,祘,22.6963,1
感,1651.6148,127,心,19695.9012,59,咸,1876.5778,6
牌,187.1951,59,片,2075.0123,5,卑,307.4914,7
逼,164.1333,14,辶,28384.0494,81,畐,1444.242,8
迫,54.8099,22,辶,28384.0494,81,白,887.2938,14
婚,341.0469,51,女,18584.642,96,昏,341.0469,1
磕,8.0741,4,石,1850.5235,61,盍,23.7333,3
碰,112.4543,17,石,1850.5235,61,並,112.4543,1
唁,0.2519,2,口,50016.563,297,言,0.2519,1
浩,29.8963,8,氵,19088.7556,238,告,616.8889,8
肝,29.2642,19,月,21151.9802,115,干,520.3753,12
深,331.521,86,氵,19088.7556,238,罙,481.0716,3
度,1239.8568,130,广,5275.8617,28,庶,1263.1012,4
囔,1.2099,2,口,50016.563,297,囊,1.2099,1
驴,14.7358,8,马,1869.2049,34,户,401.8272,9
纲,10.642,8,纟,11417.6494,100,冈,1065.516,4
演,345.8963,69,氵,19088.7556,238,寅,345.8963,1
种,1067.4716,65,禾,3095.6593,38,中,1878.0988,9
谣,13.037,7,讠,19842.7358,108,䍃,153.842,5
熟,163.9802,36,灬,6163.1901,20,孰,163.9802,1
枪,154.7062,60,木,23327.0765,210,仓,653.9407,10
背,193.3728,46,月,21151.9802,115,北,193.3728,1
组,179.7975,53,纟,11417.6494,100,且,1299.7877,15
拥,190.5827,15,扌,19245.0025,233,用,200.1679,3
基,240.3753,60,土,17088.4346,84,其,1622.6914,13
数,411.0074,134,攵,5099.1457,24,娄,722.2716,13
优,172.9531,34,亻,51543.5654,164,尤,371.2543,5
骚,39.442,11,马,1869.2049,34,蚤,40.3506,2
创,174.2914,42,刂,10927.3679,39,仓,653.9407,10
楷,1.5259,1,木,23327.0765,210,皆,31.1309,4
谚,1.3284,3,讠,19842.7358,108,彦,91.2494,2
额,75.9605,35,页,3263.0321,33,客,79.363,2
慑,2.9333,5,忄,9431.3086,100,聂,98.484,5
炕,1.6741,1,火,3108.6963,70,亢,326.8296,9
声,510.1877,165,士,945.9259,7,声,510.1877,1
忠,65.7481,25,心,19695.9012,59,中,1878.0988,9
禅,13.5111,6,礻,4131.121,25,单,213.5012,7
房,457.1852,99,戶,2274.1827,8,方,2059.4617,12
瘤,9.7827,8,疒,1856.2963,68,留,59.5062,6
接,607.4963,89,扌,19245.0025,233,妾,609.0074,2
旁,102.7852,24,方,1588.5778,10,方,2059.4617,12
油,393.3531,153,氵,19088.7556,238,由,930.6568,14
绉,0.2272,2,纟,11417.6494,100,刍,156.7407,4
夸,34.242,12,大,16670.0889,29,亏,34.242,1
蟠,0.8642,1,虫,1653.4963,97,番,452.8198,6
桃,106.9086,32,木,23327.0765,210,兆,668.963,8
废,57.7333,33,广,5275.8617,28,发,100.879,3
黜,0.084,2,黑,676.8296,10,出,68.0444,6
疲,44.3111,12,疒,1856.2963,68,皮,1762.9679,11
激,235.9012,36,氵,19088.7556,238,敫,298.5778,3
愤,42.8543,16,忄,9431.3086,100,贲,82.2222,2
毙,8.9185,4,比,1595.1802,4,比,265.3136,12
词,127.6494,88,讠,19842.7358,108,司,138.9037,5
哪,687.0173,11,口,50016.563,297,那,4446.2765,4
怕,382.0099,13,忄,9431.3086,100,白,887.2938,14
施,60.4938,32,方,1588.5778,10,也,8287.4519,8
柩,0.2025,1,木,23327.0765,210,匛,0.2025,1
滞,6.9136,11,氵,19088.7556,238,带,6.9136,1
销,176.8494,48,钅,3731.8272,120,肖,786.0395,16
瘫,7.2938,6,疒,1856.2963,68,难,54.0642,3
攻,91.5457,34,攵,5099.1457,24,工,2306.0642,14
葱,40.7309,8,艹,9164.7556,191,怱,40.7309,1
钓,15.5111,8,钅,3731.8272,120,勺,32712.9333,6
钩,8.4938,11,钅,3731.8272,120,勾,242.7358,4
窥,6.4099,7,穴,1620.3358,24,规,6.4099,1
部,702.1037,126,阝,12852.079,66,咅,1104.2469,8
谱,43.2247,29,讠,19842.7358,108,普,43.2247,1
锚,1.7136,3,钅,3731.8272,120,苗,255.9901,6
揭,31.7679,14,扌,19245.0025,233,曷,741.0321,9
秘,230.884,22,禾,3095.6593,38,必,239.0469,2
智,158.5235,33,日,29708.8296,72,知,228.7802,4
境,142.9136,47,土,17088.4346,84,竟,259.4864,2
钢,41.8617,37,钅,3731.8272,120,冈,1065.516,4
娼,1.4272,5,女,18584.642,96,昌,295.0963,4
起,3212.4494,142,走,6645.7432,14,己,4675.2,6
跳,171.7481,32,足,2994.2815,62,兆,668.963,8
律,126.7654,26,彳,11952.2173,29,聿,140.0543,3
诗,87.3037,36,讠,19842.7358,108,寺,1909.516,8
录,339.037,50,彐,1627.0667,4,录,546.4494,5
跷,2.4346,4,足,2994.2815,62,尧,310.7951,12
底,438.5926,74,广,5275.8617,28,氐,684.6815,9
疯,237.7679,14,疒,1856.2963,68,风,256.9037,3
狗,255.837,43,犭,1997.2346,39,句,627.0963,7
控,176.9037,28,扌,19245.0025,233,空,176.9037,1
总,655.1407,71,心,19695.9012,59,总,727.2494,2
结,754.2321,103,纟,11417.6494,100,吉,833.2889,8
润,60.4346,19,氵,19088.7556,238,闰,60.4346,1
端,417.3333,41,立,1829.1012,10,耑,510.8247,6
倪,3.4765,1,亻,51543.5654,164,兒,3.4765,1
胖,106.5086,12,月,21151.9802,115,半,350.0543,6
芋,7.8074,3,艹,9164.7556,191,于,74.7704,5
红,687.8173,146,纟,11417.6494,100,工,2306.0642,14
杯,237.763,26,木,23327.0765,210,不,238.2765,2
吐,98.8889,17,口,50016.563,297,土,310.163,4
线,320.3901,180,纟,11417.6494,100,戋,1241.3728,10
矿,20.2321,33,石,1850.5235,61,广,72.2617,4
藏,162.1531,53,艹,9164.7556,191,臧,162.1531,1
筛,6.6667,4,⺮,5914.6074,56,师,98.6963,2
唇,27.5407,9,口,50016.563,297,辰,289.3333,6
裂,39.5704,32,衣,2158.1333,18,列,215.1111,7
虑,84.9481,16,虍,345.9309,7,虍,179.2,3
插,59.9951,27,扌,19245.0025,233,臿,60.0395,2
巡,19.8815,22,巛,36.6617,2,巛,19.8815,1
显,172.1481,32,日,29708.8296,72,显,172.1481,1
认,560.316,34,讠,19842.7358,108,人,560.479,2
府,68.1778,29,广,5275.8617,28,付,161.8469,5
叮,14.0988,5,口,50016.563,297,丁,1953.1259,12
嘱,7.9506,5,口,50016.563,297,属,10.6815,2
帮,752.5235,23,巾,5269.7481,32,邦,826.3457,3
剧,226.9728,67,刂,10927.3679,39,居,432,4
镇,82.6568,29,钅,3731.8272,120,真,170.6123,6
站,339.9556,74,立,1829.1012,10,占,4529.8963,14
锡,13.5457,7,钅,3731.8272,120,易,93.0173,7
芒,33.9556,6,艹,9164.7556,191,亡,723.1605,8
缉,13.284,9,纟,11417.6494,100,咠,65.2,3
私,123.5951,52,禾,3095.6593,38,厶,123.5951,1
吝,5.1012,4,口,50016.563,297,文,147.5654,10
儒,8.6864,3,亻,51543.5654,164,需,36.5333,6
雅,86.4593,23,隹,1464.716,13,牙,575.3481,7
杀,413.3679,59,木,23327.0765,210,杀,431.1309,3
菌,20.3901,24,艹,9164.7556,191,囷,20.3901,1
胶,34.4395,31,月,21151.9802,115,交,676.4988,16
鞋,185.6741,39,革,426.4889,10,圭,976.8938,14
嘶,3.5556,5,口,50016.563,297,斯,32.242,3
哑,13.4716,13,口,50016.563,297,亚,13.8519,3
禁,72.0296,46,示,1097.9062,6,林,154.4593,6
忌,51.5309,21,心,19695.9012,59,己,4675.2,6
账,45.4667,35,贝,3940.7309,52,长,700.4099,6
职,164.0741,72,耳,1412.4099,18,只,296.1877,5
脱,121.9062,47,月,21151.9802,115,兑,3850.6222,7
靶,2.3407,4,革,426.4889,10,巴,5324.5086,12
议,157.4321,50,讠,19842.7358,108,义,208.1185,3
域,34.3111,15,土,17088.4346,84,或,93.7975,3
剑,110.4938,29,刂,10927.3679,39,佥,1392.5531,11
促,77.8815,16,亻,51543.5654,164,足,102.5136,2
膝,18.4494,10,月,21151.9802,115,桼,32.0988,2
迷,227.8963,49,辶,28384.0494,81,米,294.5136,5
铜,24.6568,22,钅,3731.8272,120,同,110.3556,7
谢,960.8543,26,讠,19842.7358,108,射,962.2025,3
拼,103.0815,17,扌,19245.0025,233,并,470.9877,7
遨,0.8296,1,辶,28384.0494,81,敖,146.3012,7
烤,72.6617,11,火,3108.6963,70,考,81.8074,3
箱,148.4198,54,⺮,5914.6074,56,相,4670.9136,4
椿,0.7062,2,木,23327.0765,210,春,52.1185,2
悔,81.1457,19,忄,9431.3086,100,每,924.2519,10
措,21.6395,10,扌,19245.0025,233,昔,1116.6667,5
贱,76.7111,11,贝,3940.7309,52,戋,1241.3728,10
覆,25.3037,16,覀,6852.3309,3,復,25.3037,1
教,331.5062,125,攵,5099.1457,24,孝,341.3235,3
辅,17.9259,13,车,3498.0049,32,甫,176.9333,10
福,982.5136,57,礻,4131.121,25,畐,1444.242,8
跟,861.6049,21,足,2994.2815,62,艮,5566.3062,16
点,2556.3951,188,灬,6163.1901,20,占,4529.8963,14
绅,10.484,3,纟,11417.6494,100,申,1260.7654,8
终,677.5012,39,纟,11417.6494,100,冬,880.3704,3
极,219.4123,55,木,23327.0765,210,及,1055.7827,6
哆,9.763,2,口,50016.563,297,多,214.9185,4
胜,188.2815,61,月,21151.9802,115,生,1495.2988,6
使,389.0963,47,亻,51543.5654,164,吏,389.0963,1
捆,5.0222,2,扌,19245.0025,233,困,5.1556,2
资,240.721,54,贝,3940.7309,52,次,317.6741,6
苦,367.7679,84,艹,9164.7556,191,古,1063.2346,14
题,729.363,43,页,3263.0321,33,是,1202.6914,5
拧,5.0519,0,扌,19245.0025,233,宁,28.7605,5
赛,256.316,73,贝,3940.7309,52,塞,261.0025,2
期,682.2765,116,月,21151.9802,115,其,1622.6914,13
狩,2.4938,1,犭,1997.2346,39,守,2.4938,1
访,85.6,24,讠,19842.7358,108,方,2059.4617,12
柏,22.3704,7,木,23327.0765,210,白,887.2938,14
悸,3.0272,5,忄,9431.3086,100,季,3.0272,1
励,171.6741,5,力,6800.9383,25,厉,173.2198,2
烟,216.8938,75,火,3108.6963,70,因,434.2765,7
编,68.1037,46,纟,11417.6494,100,扁,479.8815,9
程,247.2099,67,禾,3095.6593,38,呈,254.2765,3
眼,722.3506,157,目,12024.3309,58,艮,5566.3062,16
谊,33.4025,10,讠,19842.7358,108,宜,33.4025,1
抽,276.2716,29,扌,19245.0025,233,由,930.6568,14
风,680.2173,252,风,763.8025,7,凡,709.9704,5
操,127.7827,35,扌,19245.0025,233,喿,268.9926,6
装,456.9975,128,衣,2158.1333,18,壮,456.9975,1
鹤,11.4765,6,鸟,608.1975,42,隺,11.7432,2
俱,45.8914,10,亻,51543.5654,164,具,85.8519,3
都,4032.2716,27,阝,12852.079,66,者,4725.4617,16
难,791.442,113,隹,1464.716,13,隹,3055.7531,15
柄,5.8123,9,木,23327.0765,210,丙,294.8148,3
松,203.7531,54,木,23327.0765,210,公,230.6469,6
奇,364.3506,51,大,16670.0889,29,可,1680.4889,10
黏,7.1012,11,黍,90.6815,3,占,4529.8963,14
液,56.963,37,氵,19088.7556,238,夜,59.1062,3
寻,439.8963,26,寸,4525.4173,11,彐,877.1259,2
腕,12.9877,10,月,21151.9802,115,宛,93.8568,7
捉,24.6321,10,扌,19245.0025,233,足,102.5136,2
摸,58.0988,21,扌,19245.0025,233,莫,681.284,14
雕,40.084,19,隹,1464.716,13,周,348.8938,7
据,199.3531,32,扌,19245.0025,233,居,432,4
厅,91.3926,27,厂,1784.8691,17,丁,1953.1259,12
癌,28.4938,23,疒,1856.2963,68,品,28.4938,1
嘴,167.1062,46,口,50016.563,297,觜,167.1062,1
证,309.0519,85,讠,19842.7358,108,正,959.4667,6
糖,142.5333,58,米,2111.0864,32,唐,156.721,4
踹,3.8519,0,足,2994.2815,62,耑,510.8247,6
挥,63.4025,29,扌,19245.0025,233,军,220.1235,8
